course,type,code,description
design_ai,core,60-006,"In Spatial Design Studio, students will work across a diverse range of curated spatial computing themes in conceptualising, designing, developing, and presenting AI-based solutions. These themes will vary according to the problem statements/challenges co-designed with our industry partners at every run. However, they should generally include (1) urban analytics, (2) generative architecture, (3) immersive environments, and (4) other emerging (or yet-to-exist) spatial technologies. In addition to the introduction of key concepts, methods, and tools for approaching complex 2D/3D geometric problems spanning different spatial scales (e.g.interiors, buildings, and cities), students will also develop their own critical thinking skills and design sensibilities when formulating holistic AI design solutions."
design_ai,core,60-008,"Large systems such as manufacturing plants, hospitals, petrochemical refineries, airports, and amusement parks are characterized by processes, flows (material, patients, passengers, information), and capacity-constrained resources. Because of their complexity, they are often represented by simulation models (digital twins) so that their behaviour can be predicted under different design decisions. Exploring the design space of these systems requires both a simulation model and a systematic way to search the space and evaluate the results. Students will focus on these exploration techniques and use genetic algorithms to guide the search."
design_ai,elective,,"This course examines the social, economic, and cultural contexts of work and innovation. It looks at the relationships and connections that inspire technological change within social groups such as teams, workplaces, maker spaces, and entrepreneurial ventures. The course is intended to cut across disciplines and appeal to students who have a broad interest in learning about corporate cultures and innovation processes of the 21st century. The course will emphasize social relationships surrounding innovation, the diffusion of new ideas and technologies, and relevant global challenges such as talent migration and outsourcing. Also, particular emphasis will be placed on the millennial and post-gen Z social actors as an agent of technological change, and how their engagement impacts the way work is conceptualized in the 4th Industrial Revolution and beyond. In addition to lectures and discussions by the course lead, the course may also involve guest lectures when possible."
design_ai,elective,02-143,"The advances in the development of the so-called Artificial Intelligence (AI) have started to raise ethical problems. These problems are of different kinds: on the one hand philosophers and scientists have started asking whether computers, once they reach a certain level of intelligence comparable with human beings, should be granted certain rights. On the other hand, there is the question of how to regulate AI in such a way that, in the pursuits of its goals, it be harmful to human beings. In this course we will analyse these questions in order to 1) check their assumptions and understand on what kind of presuppositions these very assumptions are based, 2) try to elaborate new ways to approach the so-called AI and to formulate more productive questions out of a deeper understanding of the phenomenon. In this course students will become aware of the state of the debate around AI as well as to enable them to formulate hypotheses that can propose a different approach to the problem. In order to do so, we will study the philosophical roots of the understanding of “intelligence” as well as of the “machine” that lies as the foundation of the way in which we currently think about AI. We will at the same time contrast this understanding with another hypothesis on what “intelligence” is. The ultimate goal of the course is to enable students to start developing an understanding of the actual potentials of computers that might go beyond the current one."
design_ai,elective,02-146,"This course provides students in technology and design with comprehensive knowledge on finance for urban development and management by introducing a range of terms, vehicles, instruments, schemes, and implementations along theoretical frameworks and real-world scenarios. The entire course work consists of three large sections: (I) public challenges; (II) private initiatives; and (III) social technologies. This means that the topics of urban finance covered by this course are not only the fundamentals of conventional government finance for public resource allocation, social wealth distribution, and market stabilization (e.g., market failures, public goods, tax policy, intergovernmental transfers, fiscal decentralization, and interjurisdictional coordination) but also the advancements of unconventional corporate, entrepreneurial, and social finance for competitive and sustainable urbanization (e.g., project finance and public-private procurement strategy, international financial markets and institutions, urban climate and green finance, land marketization and land value capture, real estate investment and asset securitization, and financial technology). The course takers are expected to acquire both hard and soft knowledge on urban finance through a few basic analytical exercises and international case studies for broader social applications and cooperative actions across sectors. Week 1 – Overview The first lecture provides an overview on the theoretical frameworks, real-world scenarios and key topics of finance in urban development and management. Students are expected to grasp the aim, structure, logic, and style of this elective course for their effective learning experience over the term. In particular, the interlinkages between public challenges, private initiatives, and social technologies are explicitly highlighted for comprehensive knowledge development. SECTION I: PUBLIC CHALLENGES (Weeks 2~4) The initial section introduces the rationales, limitations, and alterations of public finance. Students are expected to review the fundamental functions of the public sector based on welfare economics and realize the importance of public finance principles in urban development and management practices. Essentially, the nature of contemporary urbanization and the changing roles of national, regional, and local governments in contemporary urbanization are generalized from international experiences and compared with those of entrepreneurial city-states, such as Singapore and Hong Kong. Week 2 – Public Goods and Public Finance Week 3 – National Government and Budget Week 4 – Fiscal Decentralization and Municipal Finance SECTION II: PRIVATE INITIATIVES (Weeks 5~8) The next section presents the growing importance of private finance in urban development and management projects under public-private partnerships. Students are instructed to acquire basic knowledge on corporate finance along with crucial analytical methods. This section also overviews the dynamic and diverse landscape of international financial institutes and investment markets for competitive city-states and urban leaders to strategize the ways to increase their creditworthiness and financial accessibility for urban development and management in global, national, and local contexts. Week 5 – Privatization and Public-Private Partnership Models Week 6 – Corporate Finance Week 7 – Recess Week Week 8 – International Financial Markets and Institutions SECTION III: SOCIAL TECHNOLOGY (Weeks 9~12) The last section discusses the emergence and evolution of social technology in urban finance beyond the classic boundaries of finance between the public and private sectors. A series of lectures update a range of innovative instruments, novel schemes, and cooperative implementations to finance competitive and sustainable urbanization in practice. Students are encouraged not only to follow the recent trends and on-going debates in the subject of financial technology but also to foresee possible models for financing the future of cities, accompanied by specific knowledge on technology and design from other core and elective courses. Week 9 – Revenue Generation — from User Charge to Land Value Capture Week 10 – Real Estate Investment and Securitization Week 11 – Green Infrastructure and Climate Finance Week 12 – Financial Technology (Fintech) Week 13 – Final Presentations 1 Week 14 – Final Presentations 2 Jin Murakami *Find out more about SUTD’s sustainability efforts"
design_ai,elective,02-176,"Collective systems function as more than the sum of their parts. From the origins of multicellular life to population coding in the brain, to human institutions like stock markets and shared narratives, we see the emergence of functional synergies across multiple scales or organization. While the psychological and behavioural sciences have traditionally focused on the individual, the unique achievements of humans among the animal kingdom derive primarily from our remarkable social organization. Converging evidence suggests that human individual intelligence is a by-product of our collective intelligence rather than vice versa, highlighting a qualitative gap between the foundations of human intelligence and artificial intelligence. In this course, we will adopt multiple analytical lenses – psychological, biological, computational, and cultural – to understand emergent collective behaviour. Along the way we will traverse such topics as social networks, self-organizing systems, economic games, animal sociality, human evolution, gene-culture co-evolution, global psychological variation, linguistic communication, and computational social cognition. After successful completion of the course, students will be able to: (WEC: Writing, Expression, Communication) UNIT 1: Structures Week 1: Introduction to collective behaviour Week 2: Social networks and self-organization Week 3: Economic games and coordination problems Week 4: Collective intelligence UNIT 2: Minds Week 5: Social cognition and behavioural coordination Week 6: Collective Cognition Week 7: RECESS Week 8: Communication Week 9: Social construction of worlds and minds; MIDTERM EXAM UNIT 3: Evolution Week 10: Evolution of cooperation Week 11: Evolution of human sociality Week 12: Cultural evolution 1 Week 13: Cultural evolution 2 Week 14: Final Report Due Ryutaro Uchiyama No. of credits: 12 *Find out more about SUTD’s sustainability efforts"
design_ai,elective,02-202,"Work organizations are complex social systems that students will experience during internships and after graduation. This course is designed to build an understanding of how organizations behave and change by analyzing the workplace through different perspectives (or lenses). The ability to act with skill and creativity in organizations begins with the development of multiple perspectives on organizations. Humans habitually settle into fixed perspectives, unchallenged mental models of how the world works, unconscious filters determining what we pay attention to and what we ignore. These habits offer powerful economies of thought: without them, the simplest task of picking a face out in a crowd or listening to the radio while driving would be impossible. But they impose ‘costs’ as well. They lock us into a single view of the world that may not be best, that is surely incomplete, resistant to change, and will become outdated. Overcoming organizational challenges requires the discipline of interpreting what we see and hear in organizations from multiple standpoints. As a starting point, this course is organized around three different perspectives on organizations: the strategic design perspective, the cultural perspective, and the political perspective. Each of them offers a different angle on what is an organization, and each offers different ‘tools for action’. People naturally populate these organizations. Accordingly, we will probe some of the psychological and social processes that are at work in organizations. We will then turn to a more in-depth treatment of the strategic design, political, and cultural perspectives on organization, and examine the implications of these insights for understanding the prospects and challenges of working in organizations. Readings, case studies, assignments and other relevant course material can be found on eDimension. Please login regularly as lecture notes and recitation-related activities will be posted as the course progresses. Attendance Students are expected to attend all scheduled classes (online and physical). Absence for medical reasons can be excused with a written note (aka ‘MC’) from a physician. For non-medical reasons, please speak to your"
design_ai,elective,02-204,"Focuses on the memoir as a window onto the relationship of the scientist, engineer, and technologist to his or her work. Studies the subjective side of technology and the social and psychological dimensions of technological change. Students write about specific objects and their role in their lives – memoir fragments – as a means of exploring theories of how scientific careers are born. How do a range of theories of child development help us understand the development of creativity in science and technology? How do scientific memoirs differ from those written by members of other fields? What is the range of memoir genres in science? Explores the connection between material culture, identity, cognitive and emotional development. Yow Wei Quin"
design_ai,elective,02-208,10.018 Modelling Space and Systems 12 credits Su Mengyang *Find out more about SUTD’s sustainability efforts
design_ai,elective,02-211,"This course was formerly titled ‘Critical management studies’. On the one hand, the name has been changed to reflect a shift in focus lay a foundation of core skills required for your professional life. On the other hand, the course will retain its critical perspective on management theory and practice. In other words, the word ‘critical’ in the title is two-fold: critical in the sense of something important or significant and critical in the sense of having a healthy skepticism towards the messages promoted by organizations regarding workplace behavior. In this course, students will focus on three skills: critical thinking, communication and adaptability. Topics such as job performance, workplace communication and structures will be discussed and debated, culminating in a workplace simulation where the skills learned will be put into practice. The course will be conducted in ‘seminar style’ which means that the 3 hours in class is built around discussion (peer to peer learning) and students are expected to read and complete given assignments before class. Class participation and engagement will be high as communication is a key skill to develop. Students are also expected to have acquired basic academic skills such as referencing and essay writing before enrolling in this course. Please note that there is one final deadline for all out-of-class assignments (e.g. case studies, online assignments). Students are expected to manage their own time and submissions (i.e. you can submit assignments early) as it is impractical to try to accommodate the multiple deadlines, tests and exams of the various pillars, with this course. Late submissions will be subject to grade penalties. From this course, students will: Successful students will be able to: Week 1:Introduction to course Week 2: Critical thinking and communication skills Week 3: Job performance Week 4: Performance measure Week 5: Workplace communication Week 6: Buzzwords and bullshit Week 7: Break week Week 8: Organizational structures: Valve case study Week 9: Organizational paradigms: Three little pigs on trial Week 10: Debate (group) Week 11: Workplace Simulation Season 1 Week 12: Workplace Simulation Season 2 Week 13: Reflection and consultations Week 14: Review Grace Dixon"
design_ai,elective,02-218,"This course is an introduction to the study of psychology – a scientific approach to understand the human mind. It is designed for students with a limited background in psychological studies and may serve as a foundation for more advanced level courses in psychology; however, it also serves students for whom this knowledge is a general contribution to a broad-based undergraduate education. Students will delve into the fascinating realm of the human mind, exploring the intricacies of behaviour, cognition, social interactions, and emotion, contextualizing their understanding within psychological theories and insights. We will also explore how these fundamental principles of psychology contribute to the integration of technology and shape the design of our everyday experiences. Topics include research methods, biological basis of mind, learning, memory, thinking, language, intelligence, emotion, social influence, social cognition, altruism, human development, personality, and psychopathology."
engineering_product,core,30-002,"The SUTD EPD pillar course, Circuits and Electronics, introduces the fundamentals of the lumped circuit abstraction. Topics include: resistive elements and networks; independent and dependent sources; switches and MOS transistors; digital abstraction; operational amplifiers; energy storage elements; dynamics of first and second order networks; design in the time and frequency domains; analog and digital circuits and applications. Design and lab exercises are significant components of the course. The ultimate goal of this course is to equip students with the basic skills and confidence to analyze simple circuits or parts of a complex circuit, and to design their own custom circuitry for specific functions. A foundation session, cohort based learning, case problem solving and additional discussions, almost weekly hands-on activity, 1D, 2D, and 3D design projects, homework, teamwork, and an invited speaker seminar from industry. Provide clear breakdown of grading categories and percentages for the course. Consider SUTD’s and EPD’s pedagogical philosophies and approaches, such as 4D Design, active learning, and minimizing straight, passive lectures, as well as SUTD’s mission, vision, and core values. Students are expected to come on time for all classes, late submissions of assignments will not be graded."
engineering_product,core,30-007,"Students develop a holistic view and competency in the combined interactions of engineering design and engineering project management. Working in small teams, students carry out a design project targeting practical and functional devices. Students learn design, analysis, prototyping, testing, and project management methods to eﬀectively plan, organize, and execute an engineering project. Emphasis is placed on creativity, innovation, and the use of engineering analysis to reduce errors and iterations in the design process. This course builds on the design pedagogy of 3.007 and focuses on engineering intensive design, requiring analysis and modelling to complete the project. This course prepares for subsequent courses on technical engineering analysis subjects by providing motivational case studies and contextual examples of the engineering analysis materials. This course prepares for the capstone design course 1.401 by providing understanding of all necessary steps and project management communication documentation necessary to successfully execute the capstone design project, which will make use of additional engineering topics of the junior and senior year. Develop an understanding of the principles and approaches to, The course will include lectures, instructor lead discussions, and breakout group design activities on Tuesdays and Thursdays. Wednesday laboratory sessions will be devoted to review assignments and team progress. Design work must be completed outside of class and lab. Your team design project is the cornerstone of the course. The class will be given a theme as inspiration and each team is free to choose and deﬁne a suitable project in accordance to the year’s theme. Teams will be given a budget to use towards hardware development and it is their responsibility to manage it properly. All prototypes and purchased components must be turned in at the end of the course. Attendance Students are expected to attend all lectures and cohort sessions and arrive in a timely fashion. Assignments There will be a total of 6 assignments. Homework assignments are to be completed individually or as team as noted on each assignment. Completing the homework contributes towards completing the project. Assignments will not be accepted/graded after the due date/time. Do not attempt to hand-in late assignments unless you have prior approval. Exams/Reviews The course has a three reviews. These are oral examinations where teams need to present their progress in front of a panel composed by the course faculty and invited industry experts. Reviews will scrutinize understanding of course concepts and their application to the projects. The third and ﬁnal review will also require a live demonstration of the team design project. Student Disabilities Policy Upon request, SUTD can provide appropriate academic adjustments for qualiﬁed students with disabilities. Please contact the Oﬃce of Student Life and the faculty to discuss and plan for the term. Upon request, SUTD can provide appropriate academic adjustments for qualiﬁed students with disabilities. Please contact the Oﬃce of Student Life and the faculty to discuss and plan for the term."
engineering_product,core,30-100,"This course will provide you with the indispensable computational skills required by modern engineers. We will use statistical, numerical, and computational methods to efficiently design complex engineering systems. We will go on a journey beyond the simple “toy” models that can be handled analytically to solving systems that are similar to those seen in real-world industry. The objective of this course is to provide students practical experience applying the major analytical techniques that are essential in modern engineering analysis. After completing the course, the students will be able to use computers to statistically design and optimise complex engineering systems and use numerical methods to model the performance of engineering and physical systems. Besides developing fundamental modelling and statistical analysis skills, students will further develop their programming skills and working principles to a level that they can computationally design engineering systems. Students will participate actively and will be encouraged to openly clarify problems during the class. Each topic will be delivered in a mini-lecture form with interactive quizzes incorporated into the mini lecture. Following the mini lectures, students will work on group-based case problems and individual computer programming exercises. Throughout the course students will gain hands-on experience solving engineering problems by writing programming code in Python. The final three weeks of the term will be dedicated to individual projects, which will provide each student with practical experience applying statistical and numerical modelling methods to real engineering systems. The course will follow selected chapters from the following textbooks: In addition, the following texts are good references for the course:"
engineering_product,core,30-101,"This course will provide students with the framework to understand, and the methods to model, analyze and design physical and engineering control systems. The topics include: Lumped parameter mathematical modelling and analysis of continuous time systems and signals in various disciplines using state-space and transfer function approaches and the Laplace transform. Analysis of linear time-invariant (LTI) systems and signals in time and frequency domains for synthesis and design of automatic feedback controllers. The goal of this course is to introduce students to signal processing methods and control concepts used to model, analyze and design engineering systems. The course focuses on continuous linear time invariant (LTI) systems. Integrated and unified theoretical and practical approach in signal processing and control engineering and their applications. Text References"
engineering_product,core,30-102,"This course focuses on electromagnetics (EM, Maxwell equations), the theories and applications. It includes The hands-on sections cover Matlab programming and commercial EM software (CST microwave studio). 1D project this year is wireless power transfer. 2D project is to apply EM to solve problems related to another discipline. The content from Physics 2 (10.005) will be recapped. The aim of this course are to provide a comprehensive introduction on the theories and applications of electromagnetics/Maxwell equations. ‘We talk in one language, Maxwell equations.’ J. A. Kong Text book References"
engineering_product,core,30-103,"This course will provide students with an introduction to the fundamental principles upon which an understanding and working knowledge of the behavior of fluids can be built. The course will familiarize students with important environmental and engineering challenges associated with fluid dynamics and introduce key elements for the study of fluid mechanics: properties of fluids, hydrostatics, equations of motion, control volume analysis, inviscid and viscous flows and dimensional analysis with the role of the Reynolds number. Many engineering designs require the application of fluid dynamic principles. The course will emphasize the role of fluid mechanics in design through examples in class, computational fluid dynamics (CFD) project and 2D project. This course is aimed at providing students with: Text D. F. Elger,‎ C. T. Crowe,‎ J. A. Roberson, B. C. Williams, Engineering Fluid Mechanics, Eleventh Edition, Wiley, 2016. In order to gain greater benefit from the in-class lectures and out-of-class video lectures, you should complete the assigned reading before coming to class. Even a superficial first reading the night before the class period will improve your comprehension and retention of the material covered in class. Your performance in this course will rely on how well you assimilate the assigned reading. You also will be tested on assigned reading material. References"
engineering_product,elective,01-106,"In this course, we cover an overview of engineering management including topics such as financial principles, technology strategy, and best management practices. A key focus of the course is the development of individual skills and team work in scenarios commonly encountered in engineering decision making. Some of the case studies covered include semiconductor, technology and airline companies. To provide exposure to key principles and practices used in engineering management, and to provide opportunities to analyze cases in the management of innovation. Class participation will be graded based on the following: At the start of the semester, there will be a session on group formation. Every student will need to submit an idea for a new business. Students will then have a “speed dating” session to promote their idea to other individuals, one on one. The best ideas will then work to form teams of five to six students to work on the following two projects for the rest of the semester. Groups will also have to develop a complete business plan for the selected idea as part of the second project for the course."
engineering_product,elective,30-104,"This course, particularly relevant for Mechanical, Aerospace and Robotics engineers, focuses on the dynamics of mechanical systems. The topics studied include: kinematics, force-momentum formulation for systems of particles and rigid bodies, work-energy concepts, virtual displacements and virtual work, Lagrange’s equations for systems of particles and rigid bodies, linearization of equations of motion, linear stability analysis, free and forced vibration of linear multi-degree of freedom models of mechanical systems. Emphasis is dedicated to the connection of these topics to realistic engineering problems thanks to “hands-on” and numerical design projects. The aim of this course is to prepare the student to be able to model, understand and analyze the dynamics of mechanical systems. Lessons will be conducted in an open environment in which lectures, practicals, labs, demonstrations and problem solving will be naturally blend together. Students will learn by doing and by discussing with each other and with the instructors. We will make significant use of video lectures. Attendance will affect the final grade. Applied Mechanics Dynamics, Housner & Hudson 1950."
engineering_product,elective,30-105,"This subject provides advanced knowledge for designing key machine elements and mechanisms such as bearing, shafts, gears, and springs. It also provides analytical, heuristic and case-based knowledge to make machines as integrated systems of machine elements. Emphasis is on use of core engineering knowledge, including mechanics and materials, along with design principles to ensure the machine elements remain within operational limits while yet providing the necessary system level machine requirements. Students will work in small groups to analyze and size machine elements. Learn application of engineering and design principles to ensure machine elements remain within operational limits while yet providing the necessary system level machine performance against requirements. Develop an understanding of the principles and approaches to At the end of the course, a student should be able to The course will include instructor lead discussions and breakout group activities in the laboratory discussions. The reverse engineering project is structured to apply concepts learnt in class to address machine design problems within the EPD Pillar specialisation tracks. This is a 12 unit subject, which means that the overall weekly time commitment is, on average, approximately 12 hours. Workload is composed of cohort based learning sessions (5.0 hr.), and individual self-study or project time (7 hr.) per week. Attendance Class attendance is required . Your class participation grade will be reduced for each unexcused absence after the first such absence. A roll sheet will be distributed occasionally during cohort sessions to record attendance. If you have a legitimate excuse for missing class, please contact the course instructors before the date you intend to be absent. Projects Grades for the projects will be assigned on a group basis, unless otherwise specified. Peer evaluations of each project will be required. These peer evaluations, in addition to evaluation by the instructors, are used to assess individual participation on the group projects and will influence each individual’s grade. No late projects will be accepted. All assignments must be turned in on time . Assignments will not be accepted/graded after the due date/time. Do not attempt to hand-in late assignments, unless you have prior approval of the faculty. Verbatim copying of any material that you submit for credit is a serious academic offense and will result in penalties and perhaps failing the course. Exams(s) Course Materials eDimension will be used for announcements, course handouts, and other information. Formal Reviews If you feel that part of an assignment (homework, lab report, or exam) was graded in error, you may request a formal review of the work. You have 7 days after your work is returned to submit for a formal review. After the 7-day period, the grade will not be changed. Only formal requests for review will be considered. To obtain a review, you must submit to me a typed cover sheet that has your full name, student number, date, and description of the assignment that you want reviewed. You must explain in what you feel was incorrect and why you feel like you should have gotten a better score. Staple the questionable assignment to the cover sheet. During a review, the entire assignment will be evaluated, not just the issue with which you were concerned. Thus, a formal review may possibly result in a lower overall score. The course will include instructor lead discussions and breakout group activities in the laboratory discussions. The reverse engineering project is structured to apply concepts learnt in class to address machine design problems within the EPD Pillar specialisation tracks. This is a 12 unit subject, which means that the overall weekly time commitment is, on average, approximately 12 hours. Workload is composed of cohort based learning sessions (5.0 hr.), and individual self-study or project time (7 hr.) per week."
engineering_product,elective,30-106,"Introduction to: Goal The purpose is to establish foundational knowledge in semiconductor devices, circuit analysis and design for more advanced courses such as IC circuit designs and semiconductor devices developments."
engineering_product,elective,30-107,"The SUTD EPD pillar course, Power Electronics 30.107 addresses the application of electronics to energy conversion and control. Topics covered include: characteristics of power semiconductor devices; modeling, analysis, and control techniques; design of power circuits including ac-ac regulator, inverters, rectifiers, and dc-dc converters; analysis and design of magnetic components and filters; interface between power electronics equipment and utility supply; and application to power supplies, motor drives, and green energy sources. This subject is endorsed by PEB (Professional Engineers Board) Singapore. It is an essential subject for electrical engineering, which fits into EPD Electrical Engineering specialisation track curriculum and also requirement for a student in applying as a practicing engineer after graduation in Electrical Engineering. The coverage of this course is summarized in below figure. Basically, Power Electronics in our context covers Electronics & Devices, Power & Energy, and System & Control. This is a design intensive course where design project, in class assessments and case study carry high weightage. 30.107 is a 12 unit subject (5-0-7), which means that the overall weekly time commitment is, on average, approximately 12 hours. The actual workload will depend on a number of factors, including the ability of design teams to plan and schedule their time efficiently, the scope chosen by design teams, self-study, homework time. Workload comprises participation in Design, Concept, Implement & Operate (2 .5 hours per week), Reflection & Interaction ( 2.5 hours per week) and non-guided project work (7 hours per week, non-assigned contact time, group meetings, lab note and communication preparation) per week. Prerequisites will be strictly enforced with a grade of at least a Pass. Text References"
engineering_product,elective,30-108,"Fundamentals of structure and energetics that underpin materials science. Structure descriptors for crystalline and non-crystalline states. The relationship between structure, processing, performance and properties of materials. Materials selection for sustainable product design and to meet engineering requirements. The objective of this course is to learn about the fundamentals of structure and energetics that underpin materials science. An appreciation of structure underlies nearly every design and application of materials to a greater or lesser extent and many fascinating materials phenomena. Students will learn to describe the structure of crystalline and non-crystalline states, and the various (e.g., point, line, and surface) imperfections in materials. Student will also learn to determine the structure using diffraction techniques. The subject matter of this course can be applied to many real-world examples such as materials for fuel cells and batteries, engineered alloys, electronic and magnetic materials, polymers, and biomaterials. (I) 1 mid-term (1h; 20% of final grade) and 1 final (2h; 40% of final grade); (II) problem sets (20% of final grade); (III) projects (20% of final grade) For students who are electing to audit this class, they must take the final exam and earn at least 50% of the total grade. Problem set and project submissions are not necessary."
engineering_product,elective,30-109,"This course aims to extend the fundamental concepts of thermodynamics from that covered in Engineering in The Physical World to include phase-change processes, transient systems and the concept of useful work and irreversibility. This course also focuses on fundamental heat transfer processes such as steady state and transient conduction, forced and natural convection systems. These fundamental concepts are then applied to the design of processes and equipment. The basic objective of 30.109 Thermal Systems for Power and Environment is to give a solid understanding of the science of energy and energy conversion processes. In detail, this includes properties of pure substances and phase-change processes; ideal and real gas behaviour; energy exchange in power processes; reversible and irreversible processes; application of the first and second laws to engineering systems; rates of energy transfer and heat exchange; steady and transient systems; quantification of irreversibility and connection to lost work. In addition, there is also an emphasis in introductory heat transfer concepts which includes steady-state conduction (Fourier’s law) and transient conduction (lumped system analysis and Heisler charts); empirical correlations in forced convection for internal and external flow; natural convection; fin equations (solutions and analysis); heat exchanger types and design. A second objective is to guide you towards an understanding of the fundamental skills, knowledge, and sensitivities that are the traits of a successful engineer. These include the skills necessary to work successfully in a group (including technical and graphical communication) and those of self-education (reading, research, and experimentation). Professional engineers have the knowledge and confidence to make estimates of poorly known parameters, create conceptual models of systems, assess applicability of various models and their resulting solutions to encountered problems, and design new solutions to meet technical challenges. Lessons will be conducted in an open environment in which lectures, practical, labs, demonstrations and problem solving will be naturally blended together. Students will learn by doing and discussing with each other and with the instructors."
engineering_product,elective,30-110,"Lectures and labs are conducted on digital logic, flip flops, FPGAs, counters, and finite state machines. The subject prepares students for the design and implementation of a final project of their choice: games, music, digital filters, wireless communications, video, or graphics. It requires extensive use of Verilog to describe and implement digital system designs. Students engage in a group-based lab and project. The goal of the subject is for students to get familiar with digital circuit design. Cohort based learning, homework, exam, lab, and project."
engineering_product,elective,30-111,"This course focuses on the social-technical factors and forces that affect the startup process, and the scientific principles underpinning the integrated product-process-people decisions under extreme uncertainty. In 30.111, students are expected to start up a new venture based on their design projects for experiential learning. In the past few years, Kickstarter campaigns have been used as the medium of the startup projects. Lectures, studio sessions, guest panel sharing sessions and readings aid experiential learning. 30.111 is supported by an “ecosystem” of entrepreneurs, venture capitalists, and designers. The course is designed for those interested in a techno-entrepreneurship career, e.g., starting up their own tech business or working as a member of startups. Via this course, students are expected to develop their personalized understanding and approaches for entrepreneurship, and possibly an entrepreneurial career option upon graduation. Our eventual goal is to produce holistic entrepreneurs who are engineers. Students are expected to start up a new venture based on their design projects for experiential learning. Experiential learning is based on the development, launching, maintenance and reflection of a crowdfunding campaign project. Experiential learning is aided by lectures, studio sessions, guest panel sharing sessions and readings on the social-technical factors and forces that affect the startup process, and the scientific principles underpinning the integrated product-process-people decisions under extreme uncertainty."
engineering_product,elective,30-113,"This course introduces design and fabrication of MEMS, including topics of material properties, micro-fabrication technologies, and basic principles of MEMS sensors and actuators, and applications. The first half term covers basic microfabrication techniques and process flow, MEMS materials and their properties, structural behaviour and packaging. The second half term covers different sensing and actuating working principles (i.e. electrostatic, piezoelectric, piezoresistive, thermal capacitive, microfluidics, etc.), design and analysis. A variety of MEMS device are analysed including inertial sensors, pressure sensors, gyroscope, optical MEMS, and bioMEMS. In addition, throughout the course, a number of real-world applications are introduced and discussed. Hands-on lab sessions in cleanroom are significant components. The course presents an overview to the principles and fabrication techniques for the broad field of microelectromechanical systems (MEMs) using examples and projects drawn from real-word applications spanning fields such as automotive, robotics and healthcare. MEMS are traditionally fabricated by integrated circuit processing methods and commonly include sensors and actuators with physical dimensions of less than 1 mm on a side. The objective of this course is to learn about the principles and theory underlying key sensing/actuation mechanisms and electromechanical concepts that are relevant for the design of MEMs. The introduction to MEMs design will also cover relevant aspects on material properties, microfabrication technologies, structural behaviour and electromechanical/thermal actuation. (I) 1 mid-term (1h; 20% of final grade) and 1 final (2h; 40% of final grade); (II) problem sets (20% of final grade); (III) project (20% of final grade) For students who are electing to audit this class, they must take the midterm and final exam and earn at least 50% of the total grade. Problem set and project submissions are not necessary."
engineering_product,elective,30-114,"Extending feedback control theory and applications (from 30.101 Systems & Control) to include multi-input & multi-output and discrete-time systems. Mathematical modeling and analysis of discrete time systems in various disciplines using state-space, pulse transfer function and z-transform. Relating controllability and observability and their canonical forms to synthesize and design advanced continuous and discrete-time controllers. Introduction of pole-placement based controller design and formulation of state observers. The goal of this class is to build on understanding of linear time-invariant state space systems to synthesize and evaluate advanced feedback controllers as well as digital implementation of such controllers. It has wide applications including, mechatronics, robotics, automation, space technology, transportation & aviation, medical systems, financial markets and energy management. Integrated and unified theoretical and practical approach in continuous-time and discrete-time control engineering and their applications. Embedded 1D, and 3D group and individual design activities. Class structure: All handouts and supplements will be available on eDimension. Software integration:"
engineering_product,elective,30-115,"This course is a fundamental and essential course for engineering students. The concepts and skills learned here form the backbone of modern engineering, across wide areas such as robotics, biomedical engineering, communications, and AI . From the basics of discrete-time signals, sampling, and quantization to advanced tools like the Z-transform, Fourier analysis, and digital filter design, students will gain both theoretical understanding and practical experience through lab sessions and a design project (in collaboration with industry). These tools also serve as the basis for innovating in AI and deep learning , where convolution, filtering, and time and frequency domain analysis are used in tasks such as speech recognition, image processing, and sensor data interpretation. By mastering DSP, students will develop algorithmic thinking and hands-on skills applicable to future engineering work, giving them a solid base to innovate in AI, signal processing, and beyond, while also satisfying the requirement in their job applications as engineers in various industries. The aim of this course is to provide students with a solid understanding of digital signal processing principles and techniques, while developing practical skills through group-based lab sessions and a design project. By mastering these concepts, students will build a strong foundation for innovation in modern engineering applications such as robotics, biomedical engineering, communications, and AI, and acquire the algorithmic thinking and hands-on experience necessary for future engineering practice and career development across diverse industries. Cohort based learning, with group-based lab exercises and design project."
